mem_mib,k,rep,call_idx,call_time_ms
256,30,12,13,331.977293
256,30,12,14,298.799940
256,30,12,15,295.806496
256,30,12,16,298.845782
256,30,12,17,296.056551
256,30,12,18,298.435192
256,30,12,19,333.546956
256,30,12,20,331.393164
256,30,12,21,296.819928
256,30,12,22,297.186953
256,30,12,23,331.634826
256,30,12,24,298.807429
256,30,12,25,301.171110
256,30,12,26,299.551741
256,30,12,27,298.778016
256,30,12,28,298.637076
256,30,12,29,300.058408
256,30,12,30,299.531654
256,30,13,1,298.868681
256,30,13,2,331.033028
256,30,13,3,299.537204
256,30,13,4,298.642563
256,30,13,5,298.443147
256,30,13,6,298.854526
256,30,13,7,334.349425
256,30,13,8,302.496874
256,30,13,9,298.688905
256,30,13,10,302.273485
256,30,13,11,300.063176
256,30,13,12,303.018904
256,30,13,13,301.232187
256,30,13,14,299.982094
256,30,13,15,299.915541
256,30,13,16,298.653983
256,30,13,17,305.254636
256,30,13,18,301.040351
256,30,13,19,300.218981
256,30,13,20,302.946680
256,30,13,21,300.664439
256,30,13,22,301.252807
256,30,13,23,301.344312
256,30,13,24,300.969348
256,30,13,25,301.311545
256,30,13,26,331.729614
256,30,13,27,299.102411
256,30,13,28,301.462839
256,30,13,29,331.097685
256,30,13,30,301.398341
256,30,14,1,298.626171
256,30,14,2,302.416895
256,30,14,3,305.500225
256,30,14,4,301.547370
256,30,14,5,300.644460
256,30,14,6,297.565900
256,30,14,7,330.588706
256,30,14,8,299.668162
256,30,14,9,330.839176
256,30,14,10,298.448085
256,30,14,11,299.957770
256,30,14,12,297.668297
256,30,14,13,298.552455
256,30,14,14,330.708532
256,30,14,15,301.811569
256,30,14,16,333.238423
256,30,14,17,299.248292
256,30,14,18,333.263863
256,30,14,19,332.833297
256,30,14,20,330.715373
256,30,14,21,330.995048
256,30,14,22,298.499746
256,30,14,23,300.828494
256,30,14,24,330.442414
256,30,14,25,329.536162
256,30,14,26,300.590910
256,30,14,27,298.124291
256,30,14,28,302.418232
256,30,14,29,299.314887
256,30,14,30,299.155113
256,30,15,1,329.916142
256,30,15,2,291.985344
256,30,15,3,330.922783
256,30,15,4,299.245939
256,30,15,5,297.161830
256,30,15,6,301.422753
256,30,15,7,301.445443
256,30,15,8,298.071433
256,30,15,9,302.254817
256,30,15,10,330.851617
256,30,15,11,330.837408
256,30,15,12,331.600744
256,30,15,13,329.395524
256,30,15,14,297.831089
256,30,15,15,333.833774
256,30,15,16,296.960975
256,30,15,17,330.868134
256,30,15,18,298.812748
256,30,15,19,296.625762
256,30,15,20,332.268668
256,30,15,21,302.071085
256,30,15,22,305.347621
256,30,15,23,300.217105
256,30,15,24,299.574015
256,30,15,25,300.601133
256,30,15,26,299.821721
256,30,15,27,301.347318
256,30,15,28,297.993312
256,30,15,29,297.975553
256,30,15,30,300.285038
256,30,16,1,331.984377
256,30,16,2,296.368355
256,30,16,3,297.879717
256,30,16,4,301.840817
256,30,16,5,332.598016
256,30,16,6,298.203641
256,30,16,7,332.567289
256,30,16,8,334.749488
256,30,16,9,298.429934
256,30,16,10,298.789614
256,30,16,11,303.017376
256,30,16,12,342.284828
256,30,16,13,299.411105
256,30,16,14,299.096167
256,30,16,15,298.329516
256,30,16,16,300.329157
256,30,16,17,298.668610
256,30,16,18,298.824483
256,30,16,19,303.641625
256,30,16,20,334.038174
256,30,16,21,299.623746
256,30,16,22,300.520787
256,30,16,23,332.775149
256,30,16,24,304.347748
256,30,16,25,299.564166
256,30,16,26,300.358658
256,30,16,27,301.829987
256,30,16,28,334.299071
256,30,16,29,332.128142
256,30,16,30,333.442349
256,30,17,1,298.384496
256,30,17,2,333.706818
256,30,17,3,299.968670
256,30,17,4,331.995812
256,30,17,5,331.313912
256,30,17,6,333.015993
256,30,17,7,300.282635
256,30,17,8,299.447741
256,30,17,9,300.160651
256,30,17,10,336.801742
256,30,17,11,301.659170
256,30,17,12,300.464067
256,30,17,13,331.445101
256,30,17,14,299.548948
256,30,17,15,299.422909
256,30,17,16,297.199683
256,30,17,17,297.399370
256,30,17,18,301.616368
256,30,17,19,298.823708
256,30,17,20,298.576498
256,30,17,21,301.613627
256,30,17,22,333.970579
256,30,17,23,298.915335
256,30,17,24,298.701635
256,30,17,25,302.425475
256,30,17,26,299.518112
256,30,17,27,339.036886
256,30,17,28,303.001154
256,30,17,29,300.470355
256,30,17,30,300.529670
256,30,18,1,332.100338
256,30,18,2,299.495463
256,30,18,3,300.159254
256,30,18,4,301.312920
256,30,18,5,331.367567
256,30,18,6,329.699603
256,30,18,7,302.121024
256,30,18,8,299.510029
256,30,18,9,298.987955
256,30,18,10,330.646317
256,30,18,11,330.695326
256,30,18,12,299.055182
256,30,18,13,334.570919
256,30,18,14,299.445891
256,30,18,15,300.412523
256,30,18,16,331.374543
256,30,18,17,303.119612
256,30,18,18,300.744895
256,30,18,19,298.880984
256,30,18,20,303.292470
256,30,18,21,298.390694
256,30,18,22,331.829777
256,30,18,23,299.476454
256,30,18,24,301.932744
256,30,18,25,299.175001
256,30,18,26,333.421062
256,30,18,27,300.120617
256,30,18,28,299.281008
256,30,18,29,306.163874
256,30,18,30,299.546579
256,30,19,1,333.245583
256,30,19,2,331.439173
256,30,19,3,331.437928
256,30,19,4,298.960366
256,30,19,5,304.027912
256,30,19,6,334.357243
256,30,19,7,300.062761
256,30,19,8,297.857716
256,30,19,9,295.025447
256,30,19,10,333.934374
256,30,19,11,301.834660
256,30,19,12,298.638118
256,30,19,13,299.310287
256,30,19,14,300.165251
256,30,19,15,338.904804
256,30,19,16,301.092067
256,30,19,17,302.175834
256,30,19,18,334.476073
256,30,19,19,300.739545
256,30,19,20,300.672293
256,30,19,21,299.435801
256,30,19,22,299.638869
256,30,19,23,301.221416
256,30,19,24,333.280998
256,30,19,25,300.925691
256,30,19,26,333.214572
256,30,19,27,301.957828
256,30,19,28,301.764260
256,30,19,29,300.074653
256,30,19,30,334.591973
256,30,20,1,302.777836
256,30,20,2,333.594499
256,30,20,3,330.772885
256,30,20,4,302.068503
256,30,20,5,333.209177
256,30,20,6,331.570676
256,30,20,7,301.783676
256,30,20,8,333.507000
256,30,20,9,331.491332
256,30,20,10,302.335154
256,30,20,11,298.525211
256,30,20,12,304.602018
256,30,20,13,303.423650
256,30,20,14,302.155793
256,30,20,15,299.654556
256,30,20,16,332.969965
256,30,20,17,306.305513
256,30,20,18,300.446303
256,30,20,19,332.490537
256,30,20,20,301.374090
256,30,20,21,334.066329
256,30,20,22,301.501920
256,30,20,23,333.584848
256,30,20,24,331.531828
256,30,20,25,303.524020
256,30,20,26,299.673676
256,30,20,27,301.775432
256,30,20,28,333.295064
256,30,20,29,302.506441
256,30,20,30,300.363514
256,30,21,1,303.739865
256,30,21,2,301.558326
256,30,21,3,306.374003
256,30,21,4,298.429838
256,30,21,5,303.547950
256,30,21,6,332.736246
256,30,21,7,299.101309
256,30,21,8,301.926529
256,30,21,9,332.235686
256,30,21,10,299.011803
256,30,21,11,300.606149
256,30,21,12,298.155827
256,30,21,13,333.402942
256,30,21,14,301.134990
256,30,21,15,297.144895
256,30,21,16,301.420186
256,30,21,17,299.297435
256,30,21,18,332.811675
256,30,21,19,332.865948
256,30,21,20,303.559805
256,30,21,21,304.217352
256,30,21,22,299.031033
256,30,21,23,299.480780
256,30,21,24,298.841305
256,30,21,25,331.620765
256,30,21,26,300.041637
256,30,21,27,301.385370
256,30,21,28,305.246309
256,30,21,29,299.880359
256,30,21,30,300.342559
256,30,22,1,303.219433
256,30,22,2,300.682592
256,30,22,3,303.721331
256,30,22,4,332.821617
256,30,22,5,300.776956
256,30,22,6,305.152005
256,30,22,7,302.641604
256,30,22,8,301.284372
256,30,22,9,298.795237
256,30,22,10,299.314101
256,30,22,11,333.036451
256,30,22,12,300.553797
256,30,22,13,298.551033
256,30,22,14,319.530005
256,30,22,15,303.227586
256,30,22,16,302.693638
256,30,22,17,333.789131
256,30,22,18,300.060335
256,30,22,19,300.208840
256,30,22,20,301.148783
256,30,22,21,303.437645
256,30,22,22,305.353052
256,30,22,23,306.628805
256,30,22,24,301.679167
256,30,22,25,299.510965
256,30,22,26,301.974770
256,30,22,27,333.671436
256,30,22,28,299.836480
256,30,22,29,301.968689
256,30,22,30,323.968594
256,30,23,1,299.032548
256,30,23,2,298.076481
256,30,23,3,333.238478
256,30,23,4,301.167009
256,30,23,5,301.474536
256,30,23,6,304.893344
256,30,23,7,301.290914
256,30,23,8,299.847544
256,30,23,9,310.079277
256,30,23,10,302.110706
256,30,23,11,297.416125
256,30,23,12,294.836933
256,30,23,13,303.362159
256,30,23,14,300.280932
256,30,23,15,302.410949
256,30,23,16,299.436811
256,30,23,17,301.350185
256,30,23,18,301.251482
256,30,23,19,298.941324
256,30,23,20,300.523717
256,30,23,21,300.291950
256,30,23,22,298.397494
256,30,23,23,297.620442
256,30,23,24,302.411799
256,30,23,25,305.584487
256,30,23,26,300.129505
256,30,23,27,301.354340
256,30,23,28,297.509492
256,30,23,29,330.462765
256,30,23,30,302.241791
256,30,24,1,300.726740
256,30,24,2,299.406072
256,30,24,3,298.890635
256,30,24,4,297.744080
256,30,24,5,298.439233
256,30,24,6,299.692589
256,30,24,7,300.405445
256,30,24,8,300.588299
256,30,24,9,299.633628
256,30,24,10,300.040109
256,30,24,11,299.770106
256,30,24,12,302.701306
256,30,24,13,300.276948
256,30,24,14,300.573525
256,30,24,15,303.736389
256,30,24,16,298.256539
256,30,24,17,302.168857
256,30,24,18,300.245177
256,30,24,19,298.118328
256,30,24,20,301.740814
256,30,24,21,300.970058
256,30,24,22,302.432305
256,30,24,23,300.037128
256,30,24,24,298.642703
256,30,24,25,301.017726
256,30,24,26,301.875129
256,30,24,27,301.454713
256,30,24,28,306.544498
256,30,24,29,302.805915
256,30,24,30,302.384778
256,30,25,1,301.950555
256,30,25,2,299.273711
256,30,25,3,300.140583
256,30,25,4,302.613427
256,30,25,5,301.741700
256,30,25,6,299.056560
256,30,25,7,296.845423
256,30,25,8,297.692732
256,30,25,9,296.500142
256,30,25,10,299.643267
256,30,25,11,303.741629
256,30,25,12,302.337370
256,30,25,13,301.309133
256,30,25,14,299.171411
256,30,25,15,300.627803
256,30,25,16,300.663248
256,30,25,17,304.387080
256,30,25,18,301.063008
256,30,25,19,299.992630
256,30,25,20,299.621681
256,30,25,21,297.555584
256,30,25,22,300.324331
256,30,25,23,298.154422
256,30,25,24,303.844679
256,30,25,25,298.732920
256,30,25,26,298.470397
256,30,25,27,301.682109
256,30,25,28,299.010058
256,30,25,29,299.687802
256,30,25,30,304.297983
256,30,26,1,302.334903
256,30,26,2,304.811669
256,30,26,3,301.577082
256,30,26,4,301.466439
256,30,26,5,300.020594
256,30,26,6,299.110636
256,30,26,7,330.847093
256,30,26,8,300.595565
256,30,26,9,299.751843
256,30,26,10,300.566697
256,30,26,11,299.519437
256,30,26,12,299.825678
256,30,26,13,301.705501
256,30,26,14,302.063919
256,30,26,15,299.986640
256,30,26,16,301.731079
256,30,26,17,299.421793
256,30,26,18,299.367192
256,30,26,19,299.753931
256,30,26,20,329.865944
256,30,26,21,300.637409
256,30,26,22,301.667021
256,30,26,23,301.984372
256,30,26,24,298.878147
256,30,26,25,299.746481
256,30,26,26,297.543443
256,30,26,27,329.938651
256,30,26,28,299.263163
256,30,26,29,299.140789
256,30,26,30,303.708992
256,30,27,1,300.057666
256,30,27,2,299.192800
256,30,27,3,331.035093
256,30,27,4,298.979560
256,30,27,5,301.978670
256,30,27,6,304.126742
256,30,27,7,298.718354
256,30,27,8,301.909728
256,30,27,9,300.112471
256,30,27,10,299.911911
256,30,27,11,298.514848
256,30,27,12,298.446350
256,30,27,13,303.839561
256,30,27,14,299.377414
256,30,27,15,297.961720
256,30,27,16,301.484809
256,30,27,17,298.829487
256,30,27,18,296.965574
256,30,27,19,302.308882
256,30,27,20,297.803974
256,30,27,21,301.087618
256,30,27,22,302.960432
256,30,27,23,302.259829
256,30,27,24,299.107043
256,30,27,25,301.335158
256,30,27,26,301.855358
256,30,27,27,302.039382
256,30,27,28,300.150371
256,30,27,29,299.105754
256,30,27,30,300.704788
256,30,28,1,302.552802
256,30,28,2,331.492643
256,30,28,3,304.138406
256,30,28,4,305.153786
256,30,28,5,297.354297
256,30,28,6,302.801080
256,30,28,7,302.801211
256,30,28,8,302.983089
256,30,28,9,330.370991
256,30,28,10,302.212756
256,30,28,11,298.095520
256,30,28,12,298.810424
256,30,28,13,297.550633
256,30,28,14,295.764334
256,30,28,15,298.672482
256,30,28,16,303.388698
256,30,28,17,299.217076
256,30,28,18,301.021794
256,30,28,19,299.449537
256,30,28,20,300.883902
256,30,28,21,302.126217
256,30,28,22,300.236172
256,30,28,23,299.586323
256,30,28,24,297.857712
256,30,28,25,303.974386
256,30,28,26,295.736507
256,30,28,27,295.541834
256,30,28,28,300.186124
256,30,28,29,300.001221
256,30,28,30,297.680958
256,30,29,1,301.959838
256,30,29,2,297.033656
256,30,29,3,298.997825
256,30,29,4,296.809962
256,30,29,5,297.618620
256,30,29,6,300.718037
256,30,29,7,295.118045
256,30,29,8,301.332939
256,30,29,9,301.197416
256,30,29,10,298.958263
256,30,29,11,299.944509
256,30,29,12,298.224857
256,30,29,13,300.407544
256,30,29,14,299.618686
256,30,29,15,298.656071
256,30,29,16,301.664733
256,30,29,17,303.832228
256,30,29,18,296.193127
256,30,29,19,299.078116
256,30,29,20,297.989328
256,30,29,21,301.823868
256,30,29,22,301.924319
256,30,29,23,300.431960
256,30,29,24,299.860918
256,30,29,25,298.963610
256,30,29,26,303.455534
256,30,29,27,303.418055
256,30,29,28,303.071168
256,30,29,29,299.092578
256,30,29,30,302.875068
256,30,30,1,298.617737
256,30,30,2,295.255748
256,30,30,3,301.870643
256,30,30,4,299.680306
256,30,30,5,294.702110
256,30,30,6,300.292098
256,30,30,7,303.402516
256,30,30,8,329.330682
256,30,30,9,303.322894
256,30,30,10,299.316881
256,30,30,11,295.400299
256,30,30,12,296.974824
256,30,30,13,300.999737
256,30,30,14,298.700731
256,30,30,15,301.321604
256,30,30,16,297.973891
256,30,30,17,301.583916
256,30,30,18,299.496546
256,30,30,19,297.711454
256,30,30,20,296.678258
256,30,30,21,296.111573
256,30,30,22,297.550738
256,30,30,23,302.823667
256,30,30,24,298.398065
256,30,30,25,297.740431
256,30,30,26,299.234396
256,30,30,27,333.181461
256,30,30,28,297.770075
256,30,30,29,298.671671
256,30,30,30,298.212502
256,30,31,1,299.553285
256,30,31,2,300.192888
256,30,31,3,299.467596
256,30,31,4,296.735029
256,30,31,5,297.629251
256,30,31,6,298.193970
256,30,31,7,335.807284
256,30,31,8,298.495860
256,30,31,9,299.059053
256,30,31,10,302.530429
256,30,31,11,333.653180
256,30,31,12,300.119780
256,30,31,13,300.402905
256,30,31,14,299.939265
256,30,31,15,298.303382
256,30,31,16,301.227895
256,30,31,17,298.659876
256,30,31,18,306.937782
256,30,31,19,297.390710
256,30,31,20,300.726124
256,30,31,21,300.720397
256,30,31,22,299.885522
256,30,31,23,301.920756
256,30,31,24,298.956826
256,30,31,25,303.635551
256,30,31,26,303.895185
256,30,31,27,297.823871
256,30,31,28,301.295826
256,30,31,29,300.062289
256,30,31,30,299.416646
256,30,32,1,298.785665
256,30,32,2,296.668555
256,30,32,3,297.233034
256,30,32,4,300.336543
256,30,32,5,300.902363
256,30,32,6,299.929292
256,30,32,7,297.081270
256,30,32,8,296.241286
256,30,32,9,300.334247
256,30,32,10,298.654374
256,30,32,11,296.317636
256,30,32,12,299.972673
256,30,32,13,299.551398
256,30,32,14,299.030629
256,30,32,15,331.893918
256,30,32,16,300.838280
256,30,32,17,298.505057
256,30,32,18,299.132720
256,30,32,19,300.213343
256,30,32,20,298.123055
256,30,32,21,298.276418
256,30,32,22,295.336946
256,30,32,23,295.684481
256,30,32,24,298.115186
256,30,32,25,295.870832
256,30,32,26,297.539438
256,30,32,27,297.263006
256,30,32,28,297.160374
256,30,32,29,300.509672
256,30,32,30,296.734992
256,30,33,1,297.594747
256,30,33,2,297.624451
256,30,33,3,300.013808
256,30,33,4,297.523139
256,30,33,5,331.836613
256,30,33,6,297.680699
256,30,33,7,295.868176
256,30,33,8,302.096333
256,30,33,9,297.733656
256,30,33,10,300.384250
256,30,33,11,295.693522
256,30,33,12,296.785363
256,30,33,13,298.354393
256,30,33,14,297.361407
256,30,33,15,298.068367
256,30,33,16,303.853933
256,30,33,17,298.990953
256,30,33,18,299.248152
256,30,33,19,300.391985
256,30,33,20,298.275324
256,30,33,21,300.968284
256,30,33,22,298.818024
256,30,33,23,300.336132
256,30,33,24,296.594784
256,30,33,25,302.844913
256,30,33,26,298.933929
256,30,33,27,298.893694
256,30,33,28,336.383421
256,30,33,29,298.220366
256,30,33,30,299.836708
256,30,34,1,300.152552
256,30,34,2,300.401896
256,30,34,3,299.494573
256,30,34,4,298.977900
256,30,34,5,295.814684
256,30,34,6,297.380229
256,30,34,7,295.323528
256,30,34,8,295.824970
256,30,34,9,296.937861
256,30,34,10,297.218594
256,30,34,11,299.958040
256,30,34,12,294.405759
256,30,34,13,299.379060
256,30,34,14,294.875203
256,30,34,15,312.315960
256,30,34,16,296.592549
256,30,34,17,295.122280
256,30,34,18,293.898904
256,30,34,19,295.507611
256,30,34,20,297.321150
256,30,34,21,295.687893
256,30,34,22,297.185601
256,30,34,23,299.960816
256,30,34,24,297.520025
256,30,34,25,297.195560
256,30,34,26,296.564754
256,30,34,27,295.695423
256,30,34,28,302.291401
256,30,34,29,294.491824
256,30,34,30,294.760878
256,30,35,1,300.117745
256,30,35,2,292.226380
256,30,35,3,294.710633
256,30,35,4,292.063691
256,30,35,5,297.246031
256,30,35,6,300.139289
256,30,35,7,295.517473
256,30,35,8,293.682196
256,30,35,9,294.815319
256,30,35,10,299.947182
256,30,35,11,295.269289
256,30,35,12,293.301748
256,30,35,13,296.197288
256,30,35,14,293.446359
256,30,35,15,298.593743
256,30,35,16,295.908234
256,30,35,17,300.226096
256,30,35,18,296.589300
256,30,35,19,294.663223
256,30,35,20,297.453429
256,30,35,21,293.257745
256,30,35,22,294.255591
256,30,35,23,298.693039
256,30,35,24,300.363252
256,30,35,25,297.474885
256,30,35,26,296.616484
256,30,35,27,295.361992
256,30,35,28,295.024582
256,30,35,29,295.841874
256,30,35,30,301.172516
256,30,36,1,295.522105
256,30,36,2,298.359941
256,30,36,3,295.688589
256,30,36,4,294.654143
256,30,36,5,297.552201
256,30,36,6,295.894331
256,30,36,7,297.993100
256,30,36,8,297.862561
256,30,36,9,330.133788
256,30,36,10,300.038944
256,30,36,11,296.759772
256,30,36,12,297.255214
256,30,36,13,301.388635
256,30,36,14,298.605002
256,30,36,15,298.525640
256,30,36,16,296.646452
256,30,36,17,297.185657
256,30,36,18,296.085944
256,30,36,19,301.834992
256,30,36,20,296.742800
256,30,36,21,295.918696
256,30,36,22,297.425637
256,30,36,23,295.813302
256,30,36,24,294.598917
256,30,36,25,297.358684
256,30,36,26,295.528317
256,30,36,27,298.219912
256,30,36,28,298.706070
256,30,36,29,295.267650
256,30,36,30,296.963170
256,30,37,1,296.224044
256,30,37,2,296.357851
256,30,37,3,296.973884
256,30,37,4,295.330316
256,30,37,5,292.591756
256,30,37,6,301.766824
256,30,37,7,296.677575
256,30,37,8,295.743316
256,30,37,9,299.062572
256,30,37,10,295.352076
256,30,37,11,296.756535
256,30,37,12,296.907244
256,30,37,13,299.358497
256,30,37,14,299.950636
256,30,37,15,294.625444
256,30,37,16,296.597925
256,30,37,17,295.172299
256,30,37,18,297.409045
256,30,37,19,293.679885
256,30,37,20,300.451725
256,30,37,21,295.264028
256,30,37,22,298.794095
256,30,37,23,298.294512
256,30,37,24,298.297213
256,30,37,25,294.419984
256,30,37,26,294.053104
256,30,37,27,296.828040
256,30,37,28,297.467533
256,30,37,29,296.841191
256,30,37,30,296.968275
256,30,38,1,297.305023
256,30,38,2,297.038874
256,30,38,3,298.283562
256,30,38,4,299.674018
256,30,38,5,298.164622
256,30,38,6,295.128799
256,30,38,7,295.234071
256,30,38,8,299.999841
256,30,38,9,332.770303
256,30,38,10,298.594163
256,30,38,11,298.866369
256,30,38,12,295.449954
256,30,38,13,300.097759
256,30,38,14,296.255660
256,30,38,15,298.006961
256,30,38,16,295.926853
256,30,38,17,299.763262
256,30,38,18,297.653541
256,30,38,19,295.123377
256,30,38,20,292.890884
256,30,38,21,296.827446
256,30,38,22,298.554894
256,30,38,23,293.250996
256,30,38,24,295.684616
256,30,38,25,297.578315
256,30,38,26,299.974339
256,30,38,27,295.490975
256,30,38,28,298.581324
256,30,38,29,294.239132
256,30,38,30,295.295446
256,30,39,1,298.151188
256,30,39,2,296.498179
256,30,39,3,296.450190
256,30,39,4,297.713333
256,30,39,5,297.952974
256,30,39,6,329.510269
256,30,39,7,295.967916
256,30,39,8,296.861491
256,30,39,9,295.765673
256,30,39,10,295.915177
256,30,39,11,294.508313
256,30,39,12,294.058460
256,30,39,13,312.262236
256,30,39,14,297.710419
256,30,39,15,298.918963
256,30,39,16,295.245875
256,30,39,17,299.277664
256,30,39,18,302.560488
256,30,39,19,298.470359
256,30,39,20,299.299913
256,30,39,21,297.048928
256,30,39,22,298.223557
256,30,39,23,295.879618
256,30,39,24,298.558306
256,30,39,25,298.386362
256,30,39,26,296.428120
256,30,39,27,300.910710
256,30,39,28,298.618969
256,30,39,29,295.432106
256,30,39,30,303.549231
256,30,40,1,299.171211
256,30,40,2,300.845504
256,30,40,3,299.066916
256,30,40,4,302.386585
256,30,40,5,301.201709
256,30,40,6,300.670613
256,30,40,7,298.599950
256,30,40,8,303.278886
256,30,40,9,334.013006
256,30,40,10,302.236485
256,30,40,11,297.430563
256,30,40,12,299.902420
256,30,40,13,299.207156
256,30,40,14,300.168832
256,30,40,15,299.121893
256,30,40,16,298.989136
256,30,40,17,295.137364
256,30,40,18,332.374914
256,30,40,19,295.668378
256,30,40,20,297.981733
256,30,40,21,300.196108
256,30,40,22,296.683580
256,30,40,23,301.169089
256,30,40,24,302.907902
256,30,40,25,296.828232
256,30,40,26,297.821680
256,30,40,27,296.481302
256,30,40,28,299.189259
256,30,40,29,297.015948
256,30,40,30,298.695674
256,30,41,1,301.061107
256,30,41,2,299.078800
256,30,41,3,303.563674
256,30,41,4,299.229202
256,30,41,5,300.235216
256,30,41,6,299.658529
256,30,41,7,299.144658
256,30,41,8,298.043189
256,30,41,9,297.581436
256,30,41,10,295.163226
256,30,41,11,299.210775
256,30,41,12,297.637808
256,30,41,13,299.761866
256,30,41,14,300.484055
256,30,41,15,296.316692
256,30,41,16,293.760182
256,30,41,17,292.986470
256,30,41,18,293.536008
256,30,41,19,293.493059
256,30,41,20,305.170676
256,30,41,21,298.058122
256,30,41,22,296.892047
256,30,41,23,296.530119
256,30,41,24,353.443949
256,30,41,25,294.700668
256,30,41,26,292.354564
256,30,41,27,294.874676
256,30,41,28,298.261717
256,30,41,29,293.493041
256,30,41,30,299.911898
256,30,42,1,297.432360
256,30,42,2,293.618289
256,30,42,3,298.298343
256,30,42,4,330.002969
256,30,42,5,297.558178
256,30,42,6,299.020238
256,30,42,7,291.950778
256,30,42,8,292.547696
256,30,42,9,297.219920
256,30,42,10,299.977844
256,30,42,11,296.704333
256,30,42,12,299.931544
256,30,42,13,302.804043
256,30,42,14,296.719014
256,30,42,15,299.376578
256,30,42,16,299.754003
256,30,42,17,330.568996
256,30,42,18,293.449881
256,30,42,19,295.718180
256,30,42,20,293.444827
256,30,42,21,292.940344
256,30,42,22,296.618721
256,30,42,23,302.967836
256,30,42,24,298.986562
256,30,42,25,293.702976
256,30,42,26,294.080351
256,30,42,27,331.775495
256,30,42,28,296.828323
256,30,42,29,296.561008
256,30,42,30,332.181503
256,30,43,1,297.228842
256,30,43,2,293.758573
256,30,43,3,296.007031
256,30,43,4,299.817087
256,30,43,5,299.521332
256,30,43,6,297.632706
256,30,43,7,295.072106
256,30,43,8,295.962034
256,30,43,9,298.929938
256,30,43,10,305.209556
256,30,43,11,300.472751
256,30,43,12,300.429128
256,30,43,13,301.071475
256,30,43,14,300.246301
256,30,43,15,296.210992
256,30,43,16,299.103729
256,30,43,17,297.911111
256,30,43,18,299.293757
256,30,43,19,335.279318
256,30,43,20,297.780859
256,30,43,21,296.252271
256,30,43,22,332.703466
256,30,43,23,295.939818
256,30,43,24,298.422112
256,30,43,25,301.503438
256,30,43,26,301.333446
256,30,43,27,296.901421
256,30,43,28,299.582376
256,30,43,29,299.030035
256,30,43,30,295.534809
256,30,44,1,299.355660
256,30,44,2,300.955411
256,30,44,3,297.614583
256,30,44,4,299.059225
256,30,44,5,300.429912
256,30,44,6,299.171978
256,30,44,7,297.587489
256,30,44,8,297.732132
256,30,44,9,297.834746
256,30,44,10,299.107096
256,30,44,11,299.073332
256,30,44,12,296.661554
256,30,44,13,303.749990
256,30,44,14,296.929105
256,30,44,15,299.662666
256,30,44,16,299.101361
256,30,44,17,297.304358
256,30,44,18,302.541071
256,30,44,19,297.758071
256,30,44,20,295.084904
256,30,44,21,301.170138
256,30,44,22,300.015828
256,30,44,23,300.380052
256,30,44,24,299.036847
256,30,44,25,296.332296
256,30,44,26,297.114572
256,30,44,27,301.448596
256,30,44,28,299.244526
256,30,44,29,299.205223
256,30,44,30,304.128026
256,30,45,1,300.382986
256,30,45,2,296.726481
256,30,45,3,299.881847
256,30,45,4,300.247136
256,30,45,5,301.420744
256,30,45,6,298.157236
256,30,45,7,295.124448
256,30,45,8,294.785252
256,30,45,9,299.092652
256,30,45,10,300.485555
256,30,45,11,295.310609
256,30,45,12,296.549607
256,30,45,13,298.621320
256,30,45,14,295.147914
256,30,45,15,295.454373
256,30,45,16,297.692751
256,30,45,17,305.477062
256,30,45,18,295.994177
256,30,45,19,298.857728
256,30,45,20,299.536302
256,30,45,21,300.126008
256,30,45,22,297.858561
256,30,45,23,296.434229
256,30,45,24,299.505349
256,30,45,25,299.135898
256,30,45,26,298.875042
256,30,45,27,298.938938
256,30,45,28,297.126278
256,30,45,29,294.277375
256,30,45,30,302.503225
256,30,46,1,299.614566
256,30,46,2,297.298237
256,30,46,3,303.498679
256,30,46,4,300.754058
256,30,46,5,298.320594
256,30,46,6,295.430783
256,30,46,7,296.314860
256,30,46,8,298.986447
256,30,46,9,296.974207
256,30,46,10,294.716395
256,30,46,11,300.769071
256,30,46,12,295.703073
256,30,46,13,296.393027
256,30,46,14,299.947415
256,30,46,15,298.024306
256,30,46,16,298.462714
256,30,46,17,297.309745
256,30,46,18,298.087425
256,30,46,19,295.447340
256,30,46,20,305.280849
256,30,46,21,301.359990
256,30,46,22,301.007490
256,30,46,23,296.479948
256,30,46,24,299.146838
256,30,46,25,301.876178
256,30,46,26,297.479666
256,30,46,27,297.950099
256,30,46,28,299.843543
256,30,46,29,296.983217
256,30,46,30,295.472076
256,30,47,1,295.557581
256,30,47,2,298.945402
256,30,47,3,299.088489
256,30,47,4,298.434096
256,30,47,5,299.116418
256,30,47,6,297.825451
256,30,47,7,304.710524
256,30,47,8,300.552417
256,30,47,9,301.257686
256,30,47,10,334.359229
256,30,47,11,332.512236
256,30,47,12,299.734066
256,30,47,13,297.829607
256,30,47,14,297.538462
256,30,47,15,295.879274
256,30,47,16,297.771814
256,30,47,17,335.738083
256,30,47,18,296.609081
256,30,47,19,297.638263
256,30,47,20,299.278395
256,30,47,21,298.985545
256,30,47,22,299.360428
256,30,47,23,303.476533
256,30,47,24,294.913769
256,30,47,25,301.322048
256,30,47,26,301.468895
256,30,47,27,299.271194
256,30,47,28,297.421456
256,30,47,29,297.897436
256,30,47,30,302.569052
256,30,48,1,299.588709
256,30,48,2,298.831040
256,30,48,3,299.090291
256,30,48,4,295.082239
256,30,48,5,299.925102
256,30,48,6,302.710779
256,30,48,7,297.865473
