k,rep,call_idx,call_time_ms
30,7,25,1384.793721
30,7,26,1212.064152
30,7,27,1222.026525
30,7,28,1211.152383
30,7,29,1384.107083
30,7,30,1211.780100
30,8,1,1210.558072
30,8,2,1212.209449
30,8,3,1385.707739
30,8,4,1385.217592
30,8,5,1207.014460
30,8,6,1210.787174
30,8,7,1225.809782
30,8,8,1385.196399
30,8,9,1210.073701
30,8,10,1225.928280
30,8,11,1213.063642
30,8,12,1383.233882
30,8,13,1210.141669
30,8,14,1379.812927
30,8,15,1210.653641
30,8,16,1215.708251
30,8,17,1206.742598
30,8,18,1376.340150
30,8,19,1213.158697
30,8,20,1380.112609
30,8,21,1377.901096
30,8,22,1376.333544
30,8,23,1214.627313
30,8,24,1379.750776
30,8,25,1377.018715
30,8,26,1212.499686
30,8,27,1381.558330
30,8,28,1222.230289
30,8,29,1215.780245
30,8,30,1216.126494
30,9,1,1217.886125
30,9,2,1209.301640
30,9,3,1376.259871
30,9,4,1377.940154
30,9,5,1212.674765
30,9,6,1207.870536
30,9,7,1379.553433
30,9,8,1212.991638
30,9,9,1213.941295
30,9,10,1383.481599
30,9,11,1375.888684
30,9,12,1210.955088
30,9,13,1210.563460
30,9,14,1215.291412
30,9,15,1378.943080
30,9,16,1214.144173
30,9,17,1209.551158
30,9,18,1208.091413
30,9,19,1224.756721
30,9,20,1202.134108
30,9,21,1216.799929
30,9,22,1215.265145
30,9,23,1207.379415
30,9,24,1206.565601
30,9,25,1212.210060
30,9,26,1217.878462
30,9,27,1204.292787
30,9,28,1375.686799
30,9,29,1210.279528
30,9,30,1218.338862
30,10,1,1216.776587
30,10,2,1375.985510
30,10,3,1212.745402
30,10,4,1214.109711
30,10,5,1212.697924
30,10,6,1203.376160
30,10,7,1205.277521
30,10,8,1209.067341
30,10,9,1215.711714
30,10,10,1202.706199
30,10,11,1379.733479
30,10,12,1206.681096
30,10,13,1221.816220
30,10,14,1286.802044
30,10,15,1210.532992
30,10,16,1211.395321
30,10,17,1218.924691
30,10,18,1208.686412
30,10,19,1213.642495
30,10,20,1215.711962
30,10,21,1209.985945
30,10,22,1208.393202
30,10,23,1207.417809
30,10,24,1211.449263
30,10,25,1215.214840
30,10,26,1208.312360
30,10,27,1212.744412
30,10,28,1210.435939
30,10,29,1208.610103
30,10,30,1209.143633
30,11,1,1216.607705
30,11,2,1214.772658
30,11,3,1216.117264
30,11,4,1220.885216
30,11,5,1212.870874
30,11,6,1213.991861
30,11,7,1234.188359
30,11,8,1210.808864
30,11,9,1209.025981
30,11,10,1216.896456
30,11,11,1217.971858
30,11,12,1215.236643
30,11,13,1219.122751
30,11,14,1216.279462
30,11,15,1214.876330
30,11,16,1218.289369
30,11,17,1203.750738
30,11,18,1209.297051
30,11,19,1206.077811
30,11,20,1211.178413
30,11,21,1218.743774
30,11,22,1207.945134
30,11,23,1209.678900
30,11,24,1213.182025
30,11,25,1215.686358
30,11,26,1216.943540
30,11,27,1206.851766
30,11,28,1216.796362
30,11,29,1220.391241
30,11,30,1217.298151
30,12,1,1392.966725
30,12,2,1212.805197
30,12,3,1213.818557
30,12,4,1217.765461
30,12,5,1204.403545
30,12,6,1219.359140
30,12,7,1218.212429
30,12,8,1216.719870
30,12,9,1207.885088
30,12,10,1200.688177
30,12,11,1211.928364
30,12,12,1218.826211
30,12,13,1217.067306
30,12,14,1205.180143
30,12,15,1216.224591
30,12,16,1220.532876
30,12,17,1213.310147
30,12,18,1202.402288
30,12,19,1218.737560
30,12,20,1218.589707
30,12,21,1208.760792
30,12,22,1214.828197
30,12,23,1216.301255
30,12,24,1218.876023
30,12,25,1208.474185
30,12,26,1216.525015
30,12,27,1219.654414
30,12,28,1217.300411
30,12,29,1214.521736
30,12,30,1206.409750
30,13,1,1313.115697
30,13,2,1204.305232
30,13,3,1210.174594
30,13,4,1213.565672
30,13,5,1211.444647
30,13,6,1221.275863
30,13,7,1207.189881
30,13,8,1217.343822
30,13,9,1210.044117
30,13,10,1211.437343
30,13,11,1213.173921
30,13,12,1207.358275
30,13,13,1212.653310
30,13,14,1224.308712
30,13,15,1208.150931
30,13,16,1206.732992
30,13,17,1216.375458
30,13,18,1214.790158
30,13,19,1215.408860
30,13,20,1214.903183
30,13,21,1210.724846
30,13,22,1208.782009
30,13,23,1210.567933
30,13,24,1211.676125
30,13,25,1207.023025
30,13,26,1211.348791
30,13,27,1218.807070
30,13,28,1215.698016
30,13,29,1210.216035
30,13,30,1206.782584
30,14,1,1223.872581
30,14,2,1212.578216
30,14,3,1212.634805
30,14,4,1211.022792
30,14,5,1219.751701
30,14,6,1222.724823
30,14,7,1209.242173
30,14,8,1224.755230
30,14,9,1220.361262
30,14,10,1223.921191
30,14,11,1212.682124
30,14,12,1217.610707
30,14,13,1209.924360
30,14,14,1213.407972
30,14,15,1214.278674
30,14,16,1205.451503
30,14,17,1219.155696
30,14,18,1226.335717
30,14,19,1207.776711
30,14,20,1208.346809
30,14,21,1206.379829
30,14,22,1212.541264
30,14,23,1221.613304
30,14,24,1218.560875
30,14,25,1213.865665
30,14,26,1224.590169
30,14,27,1215.660056
30,14,28,1209.426356
30,14,29,1219.396790
30,14,30,1224.262839
30,15,1,1218.185597
30,15,2,1214.152431
30,15,3,1213.063049
30,15,4,1215.929443
30,15,5,1224.180596
30,15,6,1223.967409
30,15,7,1217.386727
30,15,8,1218.168025
30,15,9,1219.708283
30,15,10,1210.026920
30,15,11,1228.735633
30,15,12,1210.204666
30,15,13,1223.114044
30,15,14,1206.479131
30,15,15,1211.870579
30,15,16,1218.530754
30,15,17,1221.116068
30,15,18,1212.742277
30,15,19,1209.204123
30,15,20,1208.473534
30,15,21,1210.647905
30,15,22,1216.693126
30,15,23,1212.236797
30,15,24,1208.927416
30,15,25,1205.242319
30,15,26,1219.988091
30,15,27,1203.820367
30,15,28,1211.399720
30,15,29,1215.621936
30,15,30,1220.726963
30,16,1,1210.981290
30,16,2,1202.637281
30,16,3,1219.793263
30,16,4,1221.295629
30,16,5,1214.430331
30,16,6,1205.054131
30,16,7,1213.584432
30,16,8,1216.632934
30,16,9,1219.076143
30,16,10,1203.680239
30,16,11,1219.125008
30,16,12,1231.647707
30,16,13,1217.755051
30,16,14,1207.501586
30,16,15,1209.919394
30,16,16,1213.119958
30,16,17,1220.467380
30,16,18,1213.659105
30,16,19,1211.421302
30,16,20,1214.834641
30,16,21,1215.402997
30,16,22,1227.439148
30,16,23,1217.167882
30,16,24,1210.670866
30,16,25,1223.524349
30,16,26,1216.144572
30,16,27,1209.133647
30,16,28,1207.943983
30,16,29,1216.921241
30,16,30,1210.327464
30,17,1,1213.672846
30,17,2,1212.501912
30,17,3,1223.833188
30,17,4,1214.120474
30,17,5,1215.103332
30,17,6,1212.341457
30,17,7,1224.335619
30,17,8,1223.357893
30,17,9,1208.615171
30,17,10,1215.160910
30,17,11,1214.775830
30,17,12,1216.603610
30,17,13,1218.675888
30,17,14,1389.889254
30,17,15,1208.875937
30,17,16,1222.249353
30,17,17,1208.621279
30,17,18,1213.977372
30,17,19,1209.956146
30,17,20,1214.369329
30,17,21,1212.751575
30,17,22,1222.575408
30,17,23,1217.603834
30,17,24,1209.598706
30,17,25,1215.321099
30,17,26,1228.118309
30,17,27,1218.989006
30,17,28,1221.916100
30,17,29,1225.077658
30,17,30,1217.205247
30,18,1,1212.257963
30,18,2,1213.149395
30,18,3,1214.872905
30,18,4,1210.283228
30,18,5,1214.727877
30,18,6,1213.887093
30,18,7,1214.063542
30,18,8,1216.328270
30,18,9,1214.164055
30,18,10,1211.442476
30,18,11,1209.100049
30,18,12,1214.938110
30,18,13,1220.595532
30,18,14,1219.517004
30,18,15,1210.226479
30,18,16,1235.181679
30,18,17,1217.041695
30,18,18,1216.319115
30,18,19,1208.108400
30,18,20,1214.049883
30,18,21,1211.428561
30,18,22,1221.456682
30,18,23,1222.883204
30,18,24,1219.360674
30,18,25,1218.421220
30,18,26,1216.160092
30,18,27,1231.344470
30,18,28,1223.476480
30,18,29,1218.205679
30,18,30,1216.480362
30,19,1,1214.495653
30,19,2,1224.421692
30,19,3,1207.934445
30,19,4,1218.388739
30,19,5,1205.890989
30,19,6,1218.498518
30,19,7,1219.048492
30,19,8,1215.649095
30,19,9,1222.557077
30,19,10,1224.553617
30,19,11,1225.336660
30,19,12,1216.835179
30,19,13,1217.781292
30,19,14,1216.165695
30,19,15,1223.439514
30,19,16,1215.781618
30,19,17,1209.366681
30,19,18,1220.985121
30,19,19,1210.647636
30,19,20,1218.063520
30,19,21,1218.681520
30,19,22,1216.902139
30,19,23,1220.827998
30,19,24,1214.362545
30,19,25,1217.241278
30,19,26,1220.172799
30,19,27,1216.546267
30,19,28,1208.468167
30,19,29,1203.583199
30,19,30,1218.056772
30,20,1,1223.623781
30,20,2,1216.226410
30,20,3,1216.554702
30,20,4,1222.184231
30,20,5,1209.516860
30,20,6,1220.498630
30,20,7,1215.938328
30,20,8,1222.735917
30,20,9,1210.437749
30,20,10,1216.986761
30,20,11,1218.782110
30,20,12,1207.232117
30,20,13,1213.929848
30,20,14,1222.624689
30,20,15,1219.326385
30,20,16,1214.373218
30,20,17,1222.572337
30,20,18,1217.656915
30,20,19,1217.400839
30,20,20,1220.285520
30,20,21,1221.888450
30,20,22,1220.505406
30,20,23,1219.485882
30,20,24,1222.334614
30,20,25,1218.137174
30,20,26,1218.262774
30,20,27,1210.915937
30,20,28,1215.167609
30,20,29,1210.731272
30,20,30,1214.256958
30,21,1,1231.568858
30,21,2,1205.121648
30,21,3,1311.271823
30,21,4,1378.574215
30,21,5,1220.520329
30,21,6,1219.514367
30,21,7,1209.794900
30,21,8,1215.761748
30,21,9,1219.736361
30,21,10,1378.839884
30,21,11,1229.123359
30,21,12,1204.446014
30,21,13,1218.754134
30,21,14,1215.255963
30,21,15,1218.242763
30,21,16,1217.210589
30,21,17,1222.278881
30,21,18,1228.078714
30,21,19,1205.802358
30,21,20,1219.267971
30,21,21,1380.064404
30,21,22,1223.428964
30,21,23,1225.788553
30,21,24,1213.757239
30,21,25,1223.740877
30,21,26,1230.194767
30,21,27,1221.189586
30,21,28,1223.524085
30,21,29,1235.645049
30,21,30,1222.548213
30,22,1,1224.186930
30,22,2,1219.466000
30,22,3,1225.438690
30,22,4,1212.891550
30,22,5,1368.002744
30,22,6,1212.744309
30,22,7,1206.890302
30,22,8,1216.439356
30,22,9,1369.076775
30,22,10,1215.736462
30,22,11,1213.587732
30,22,12,1374.433456
30,22,13,1373.942251
30,22,14,1217.001486
30,22,15,1374.062833
30,22,16,1213.226589
30,22,17,1215.958577
30,22,18,1233.073344
30,22,19,1373.393685
30,22,20,1372.331710
30,22,21,1210.872518
30,22,22,1208.984950
30,22,23,1219.816009
30,22,24,1210.865064
30,22,25,1339.972726
30,22,26,1207.843853
30,22,27,1375.158892
30,22,28,1215.290077
30,22,29,1207.739099
30,22,30,1217.379541
30,23,1,1219.856805
30,23,2,1215.660745
30,23,3,1208.366681
30,23,4,1373.436772
30,23,5,1218.199075
30,23,6,1372.937874
30,23,7,1210.364524
30,23,8,1213.236846
30,23,9,1372.761962
30,23,10,1222.015697
30,23,11,1216.197094
30,23,12,1206.735002
30,23,13,1217.728668
30,23,14,1215.786184
30,23,15,1217.389998
30,23,16,1208.506169
30,23,17,1383.683018
30,23,18,1378.647943
30,23,19,1208.122455
30,23,20,1218.222286
30,23,21,1212.325043
30,23,22,1218.750928
30,23,23,1210.472833
30,23,24,1205.399165
30,23,25,1373.801974
30,23,26,1212.518447
30,23,27,1372.911085
30,23,28,1210.892465
30,23,29,1223.194184
30,23,30,1390.637376
30,24,1,1331.665881
30,24,2,1217.957211
30,24,3,1215.559336
30,24,4,1385.191960
30,24,5,1210.719974
30,24,6,1217.712299
30,24,7,1378.919183
30,24,8,1222.768174
30,24,9,1220.178140
30,24,10,1208.911418
30,24,11,1210.669624
30,24,12,1381.905448
30,24,13,1204.214662
30,24,14,1207.394086
30,24,15,1374.943892
30,24,16,1215.945465
30,24,17,1373.947751
30,24,18,1222.970415
30,24,19,1211.470250
30,24,20,1386.395683
30,24,21,1221.090395
30,24,22,1221.002168
30,24,23,1375.335819
30,24,24,1377.131078
30,24,25,1218.097498
30,24,26,1376.257790
30,24,27,1381.222473
30,24,28,1211.676015
30,24,29,1217.348861
30,24,30,1216.647782
30,25,1,1214.250423
30,25,2,1342.218908
30,25,3,1205.897880
30,25,4,1215.647002
30,25,5,1211.310530
30,25,6,1212.247346
30,25,7,1380.767856
30,25,8,1375.828537
30,25,9,1210.956316
30,25,10,1378.176398
30,25,11,1219.233959
30,25,12,1208.711948
30,25,13,1380.480142
30,25,14,1382.468644
30,25,15,1206.276296
30,25,16,1208.177452
30,25,17,1209.896556
30,25,18,1221.503882
30,25,19,1377.322275
30,25,20,1210.226206
30,25,21,1215.566651
30,25,22,1223.242135
30,25,23,1211.550529
30,25,24,1209.021636
30,25,25,1223.036358
30,25,26,1379.117951
30,25,27,1374.510358
30,25,28,1208.870581
30,25,29,1208.091917
30,25,30,1378.767432
30,26,1,1209.929909
30,26,2,1210.646303
30,26,3,1206.996831
30,26,4,1211.290380
30,26,5,1217.423466
30,26,6,1208.456602
30,26,7,1374.653490
30,26,8,1211.600694
30,26,9,1375.244959
30,26,10,1374.487550
30,26,11,1213.833405
30,26,12,1218.315195
30,26,13,1378.420140
30,26,14,1215.834956
30,26,15,1212.857458
30,26,16,1384.613180
30,26,17,1376.531854
30,26,18,1208.453906
30,26,19,1212.974978
30,26,20,1218.419650
30,26,21,1213.290129
30,26,22,1212.346222
30,26,23,1218.556173
30,26,24,1379.235569
30,26,25,1213.139722
30,26,26,1207.752375
30,26,27,1222.550460
30,26,28,1380.011484
30,26,29,1373.999052
30,26,30,1206.691082
30,27,1,1211.441696
30,27,2,1379.292692
30,27,3,1213.631109
30,27,4,1208.339728
30,27,5,1374.616091
30,27,6,1205.383619
30,27,7,1216.215922
30,27,8,1375.645385
30,27,9,1208.851576
30,27,10,1215.315087
30,27,11,1377.121359
30,27,12,1202.607008
30,27,13,1212.496111
30,27,14,1379.376860
30,27,15,1208.755332
30,27,16,1218.822550
30,27,17,1215.395820
30,27,18,1375.257938
30,27,19,1378.691379
30,27,20,1206.373063
30,27,21,1214.675158
30,27,22,1213.270140
30,27,23,1220.434309
30,27,24,1215.021933
30,27,25,1207.566659
30,27,26,1383.474354
30,27,27,1217.855984
30,27,28,1374.794517
30,27,29,1206.450802
30,27,30,1329.131654
30,28,1,1206.897693
30,28,2,1218.261956
30,28,3,1209.434354
30,28,4,1220.938636
30,28,5,1214.783117
30,28,6,1373.868785
30,28,7,1206.580879
30,28,8,1223.401015
30,28,9,1222.813994
30,28,10,1381.824701
30,28,11,1220.677640
30,28,12,1219.951090
30,28,13,1227.211959
30,28,14,1207.351085
30,28,15,1221.530461
30,28,16,1220.805596
30,28,17,1223.587625
30,28,18,1210.756818
30,28,19,1211.230502
30,28,20,1374.374494
30,28,21,1228.164719
30,28,22,1370.855568
30,28,23,1214.950470
30,28,24,1214.062734
30,28,25,1208.337373
30,28,26,1204.780620
30,28,27,1215.336761
30,28,28,1206.201565
30,28,29,1218.145989
30,28,30,1222.905527
30,29,1,1210.437015
30,29,2,1216.885184
30,29,3,1207.106758
30,29,4,1217.779950
30,29,5,1214.569354
30,29,6,1214.988187
30,29,7,1221.384675
30,29,8,1207.734882
30,29,9,1215.887997
30,29,10,1212.651620
30,29,11,1213.304732
30,29,12,1221.193796
30,29,13,1220.307604
30,29,14,1215.635962
30,29,15,1213.716499
30,29,16,1222.627154
30,29,17,1213.850827
30,29,18,1215.747742
30,29,19,1205.311507
30,29,20,1204.784667
30,29,21,1205.833313
30,29,22,1207.977922
30,29,23,1205.254936
30,29,24,1214.778950
30,29,25,1215.005632
30,29,26,1206.003715
30,29,27,1215.984538
30,29,28,1215.216865
30,29,29,1210.095201
30,29,30,1211.588139
30,30,1,1213.938842
30,30,2,1207.715885
30,30,3,1218.941531
30,30,4,1206.606309
30,30,5,1212.765891
30,30,6,1204.749804
30,30,7,1219.898294
30,30,8,1202.413114
30,30,9,1368.654873
30,30,10,1208.637032
30,30,11,1377.287711
30,30,12,1372.023054
30,30,13,1217.247483
30,30,14,1204.072291
30,30,15,1215.908532
30,30,16,1218.322372
30,30,17,1373.898259
30,30,18,1209.337448
30,30,19,1224.091097
30,30,20,1205.954261
30,30,21,1213.643043
30,30,22,1208.111310
30,30,23,1216.834762
30,30,24,1215.837721
30,30,25,1210.459736
30,30,26,1208.318856
30,30,27,1208.055828
30,30,28,1213.833926
30,30,29,1216.476704
30,30,30,1209.894721
30,31,1,1211.862558
30,31,2,1214.377612
30,31,3,1216.503594
30,31,4,1375.925980
30,31,5,1218.885320
30,31,6,1377.546137
30,31,7,1216.103289
30,31,8,1216.940354
30,31,9,1379.686556
30,31,10,1210.970817
30,31,11,1209.513109
30,31,12,1216.614081
30,31,13,1219.188948
30,31,14,1215.235849
30,31,15,1208.130122
30,31,16,1216.703724
30,31,17,1207.034408
30,31,18,1217.793612
30,31,19,1217.181202
30,31,20,1372.251890
30,31,21,1211.483236
30,31,22,1223.126530
30,31,23,1213.682850
30,31,24,1214.764770
30,31,25,1202.527440
30,31,26,1219.766776
30,31,27,1217.307129
30,31,28,1205.822662
30,31,29,1211.598129
30,31,30,1215.948488
30,32,1,1210.235145
30,32,2,1209.907752
30,32,3,1212.110035
30,32,4,1216.936528
30,32,5,1218.762368
30,32,6,1208.649639
30,32,7,1211.113094
30,32,8,1216.352885
30,32,9,1223.219525
30,32,10,1213.827602
30,32,11,1377.943872
30,32,12,1216.638965
30,32,13,1376.498368
30,32,14,1212.401176
30,32,15,1211.851803
30,32,16,1212.293457
30,32,17,1379.601304
30,32,18,1212.474826
30,32,19,1216.036201
30,32,20,1210.195756
30,32,21,1212.620035
30,32,22,1206.375924
30,32,23,1204.441470
30,32,24,1217.459149
30,32,25,1211.374593
30,32,26,1374.455738
30,32,27,1217.153864
30,32,28,1378.420655
30,32,29,1212.860042
30,32,30,1218.931455
30,33,1,1210.010357
30,33,2,1207.402179
30,33,3,1206.163146
30,33,4,1218.246053
30,33,5,1377.871586
30,33,6,1209.608213
30,33,7,1218.574948
30,33,8,1210.895198
30,33,9,1204.233730
30,33,10,1212.825224
30,33,11,1378.006775
30,33,12,1219.219037
30,33,13,1209.214636
30,33,14,1381.602142
30,33,15,1210.319406
30,33,16,1218.954346
30,33,17,1212.787564
30,33,18,1217.301473
30,33,19,1374.672729
30,33,20,1217.894585
30,33,21,1216.270230
30,33,22,1210.100059
30,33,23,1220.243825
30,33,24,1210.400376
30,33,25,1206.262023
30,33,26,1218.993044
30,33,27,1214.912361
30,33,28,1216.337315
30,33,29,1215.860885
30,33,30,1218.028588
30,34,1,1206.849297
30,34,2,1209.299259
30,34,3,1229.020725
30,34,4,1375.208691
30,34,5,1206.104800
30,34,6,1377.386714
30,34,7,1208.050924
30,34,8,1213.594067
30,34,9,1368.996772
30,34,10,1204.900566
30,34,11,1381.578561
30,34,12,1210.408854
30,34,13,1208.987655
30,34,14,1211.778183
30,34,15,1207.715314
30,34,16,1202.037049
30,34,17,1377.851359
30,34,18,1217.261916
30,34,19,1206.175918
30,34,20,1215.031071
30,34,21,1206.696985
30,34,22,1212.213616
30,34,23,1207.338390
30,34,24,1212.067793
30,34,25,1208.831035
30,34,26,1208.857817
30,34,27,1210.090131
30,34,28,1375.674156
30,34,29,1216.046524
30,34,30,1208.910878
30,35,1,1215.711984
30,35,2,1208.309477
30,35,3,1382.521331
30,35,4,1214.995598
30,35,5,1214.385440
30,35,6,1221.139955
30,35,7,1211.489082
30,35,8,1210.820580
30,35,9,1214.812701
30,35,10,1217.858337
30,35,11,1218.173659
30,35,12,1218.144874
30,35,13,1210.834901
30,35,14,1215.435080
30,35,15,1202.801605
30,35,16,1212.320087
30,35,17,1214.888365
30,35,18,1210.865216
30,35,19,1215.270326
30,35,20,1206.437558
30,35,21,1217.106658
30,35,22,1217.341648
30,35,23,1214.734609
30,35,24,1202.976471
30,35,25,1216.490583
30,35,26,1376.197698
30,35,27,1224.801831
30,35,28,1218.289254
30,35,29,1370.170005
30,35,30,1221.420880
30,36,1,1211.243318
30,36,2,1221.492908
30,36,3,1210.590449
30,36,4,1223.888079
30,36,5,1212.591274
30,36,6,1219.258484
30,36,7,1214.706885
30,36,8,1221.462402
30,36,9,1213.729745
30,36,10,1220.228160
30,36,11,1217.280199
30,36,12,1216.915275
30,36,13,1216.477136
30,36,14,1216.968329
30,36,15,1209.827271
30,36,16,1227.888882
30,36,17,1220.983573
30,36,18,1205.244340
30,36,19,1214.678298
30,36,20,1215.567426
30,36,21,1221.531148
30,36,22,1386.432280
30,36,23,1213.366453
30,36,24,1207.585885
30,36,25,1217.401891
30,36,26,1217.373508
30,36,27,1214.790661
30,36,28,1211.606946
30,36,29,1211.995795
30,36,30,1216.945171
30,37,1,1217.459490
30,37,2,1201.806222
30,37,3,1207.931518
30,37,4,1220.956592
30,37,5,1216.845032
30,37,6,1208.746596
30,37,7,1233.263287
30,37,8,1215.586422
30,37,9,1214.561961
30,37,10,1201.967503
30,37,11,1209.289666
30,37,12,1217.137042
30,37,13,1203.540810
30,37,14,1207.726284
30,37,15,1209.467443
30,37,16,1221.712790
30,37,17,1211.275789
30,37,18,1199.604655
30,37,19,1211.697204
30,37,20,1223.804509
30,37,21,1197.347204
30,37,22,1197.177183
30,37,23,1208.706951
30,37,24,1215.962713
30,37,25,1219.218745
30,37,26,1213.327559
30,37,27,1229.710288
30,37,28,1211.674774
30,37,29,1213.026523
30,37,30,1207.656637
30,38,1,1214.616008
30,38,2,1208.256759
30,38,3,1210.810933
30,38,4,1208.602983
30,38,5,1206.503057
30,38,6,1220.733066
30,38,7,1221.277851
30,38,8,1205.778539
30,38,9,1215.877626
30,38,10,1205.626357
30,38,11,1214.904265
30,38,12,1204.090941
30,38,13,1218.112090
30,38,14,1212.660655
30,38,15,1204.872596
30,38,16,1214.817643
30,38,17,1211.124778
30,38,18,1214.545513
30,38,19,1201.971695
30,38,20,1207.749828
30,38,21,1216.126318
30,38,22,1216.938444
30,38,23,1214.721571
30,38,24,1205.150163
30,38,25,1205.501005
30,38,26,1208.244929
30,38,27,1218.578481
30,38,28,1208.247457
30,38,29,1201.757742
30,38,30,1203.985542
30,39,1,1203.362363
30,39,2,1211.464836
30,39,3,1213.562043
30,39,4,1205.612030
30,39,5,1218.665829
30,39,6,1219.032035
30,39,7,1205.044454
30,39,8,1201.394494
30,39,9,1214.893845
30,39,10,1235.700024
30,39,11,1204.813896
30,39,12,1216.809568
30,39,13,1207.137566
30,39,14,1212.873712
30,39,15,1209.538772
30,39,16,1215.126774
30,39,17,1215.775120
30,39,18,1216.066487
30,39,19,1223.001789
30,39,20,1215.447171
30,39,21,1232.232734
30,39,22,1206.419427
30,39,23,1216.832406
30,39,24,1207.104679
30,39,25,1213.462819
30,39,26,1202.918907
30,39,27,1204.087023
30,39,28,1217.200944
30,39,29,1213.178051
30,39,30,1371.621755
30,40,1,1207.089506
30,40,2,1209.187078
30,40,3,1203.608419
30,40,4,1209.534604
30,40,5,1210.385184
30,40,6,1216.641267
30,40,7,1208.114012
30,40,8,1218.937948
30,40,9,1207.555606
30,40,10,1210.869636
30,40,11,1209.588299
30,40,12,1373.395207
30,40,13,1215.737669
30,40,14,1207.054643
30,40,15,1257.986469
30,40,16,1209.780915
30,40,17,1202.321628
30,40,18,1219.064408
30,40,19,1212.487501
30,40,20,1202.391820
30,40,21,1214.155971
30,40,22,1206.337041
30,40,23,1378.325108
30,40,24,1207.786548
30,40,25,1372.452756
30,40,26,1208.310611
30,40,27,1215.898873
30,40,28,1200.055605
30,40,29,1200.169053
30,40,30,1206.872498
30,41,1,1251.132015
30,41,2,1206.517481
30,41,3,1210.790365
30,41,4,1210.733380
30,41,5,1208.326113
30,41,6,1211.772014
30,41,7,1204.942387
30,41,8,1203.937483
30,41,9,1209.772928
30,41,10,1205.578167
30,41,11,1206.291262
30,41,12,1207.245203
30,41,13,1311.511527
30,41,14,1213.339576
30,41,15,1204.213290
30,41,16,1211.170320
30,41,17,1217.512497
30,41,18,1212.369198
30,41,19,1391.453896
30,41,20,1202.261757
30,41,21,1219.352186
30,41,22,1208.264846
30,41,23,1218.061414
30,41,24,1207.777090
30,41,25,1214.150693
30,41,26,1218.793871
30,41,27,1388.282670
30,41,28,1219.595153
30,41,29,1211.947809
30,41,30,1209.990948
30,42,1,1220.006771
30,42,2,1387.362738
30,42,3,1207.417765
30,42,4,1211.262115
30,42,5,1214.800078
30,42,6,1208.446485
30,42,7,1210.733406
30,42,8,1208.742911
30,42,9,1213.810915
30,42,10,1387.336166
30,42,11,1213.639630
30,42,12,1213.864746
30,42,13,1388.242536
30,42,14,1385.179494
30,42,15,1208.591241
30,42,16,1209.369514
30,42,17,1209.348423
30,42,18,1201.035012
30,42,19,1216.074424
30,42,20,1212.423667
30,42,21,1212.121721
30,42,22,1385.221474
30,42,23,1207.100143
30,42,24,1214.606188
30,42,25,1387.666046
30,42,26,1204.731019
30,42,27,1203.804558
30,42,28,1219.910780
30,42,29,1202.871774
30,42,30,1388.270368
30,43,1,1232.440594
30,43,2,1206.950985
30,43,3,1199.639450
30,43,4,1210.464882
30,43,5,1203.241994
30,43,6,1209.354427
30,43,7,1385.308822
30,43,8,1382.486967
30,43,9,1205.750304
30,43,10,1208.208001
30,43,11,1383.680911
30,43,12,1384.292963
30,43,13,1205.334732
30,43,14,1392.474077
30,43,15,1208.786063
30,43,16,1199.593002
30,43,17,1209.220350
30,43,18,1212.254308
30,43,19,1220.587496
30,43,20,1199.611743
30,43,21,1207.502582
30,43,22,1200.926029
30,43,23,1213.569434
30,43,24,1201.807497
30,43,25,1200.273540
30,43,26,1390.697549
30,43,27,1214.729296
30,43,28,1371.257622
30,43,29,1205.757646
30,43,30,1217.022741
30,44,1,1213.513321
30,44,2,1206.923074
30,44,3,1380.356535
30,44,4,1215.053316
30,44,5,1385.344400
30,44,6,1210.986996
30,44,7,1212.474485
30,44,8,1207.171599
30,44,9,1205.714283
30,44,10,1204.600921
30,44,11,1375.857659
30,44,12,1373.600450
30,44,13,1216.703567
30,44,14,1210.765965
30,44,15,1208.358076
30,44,16,1379.294477
30,44,17,1212.869796
30,44,18,1209.535345
30,44,19,1217.308336
30,44,20,1210.473485
30,44,21,1206.257078
30,44,22,1213.518579
30,44,23,1375.771365
30,44,24,1209.937492
30,44,25,1211.016003
30,44,26,1209.374238
30,44,27,1205.653058
30,44,28,1205.451118
30,44,29,1233.078496
30,44,30,1207.538150
30,45,1,1210.187552
30,45,2,1210.407952
30,45,3,1211.857096
30,45,4,1204.573651
30,45,5,1214.422465
30,45,6,1206.457034
30,45,7,1373.594757
30,45,8,1211.164276
30,45,9,1206.921843
30,45,10,1206.360375
30,45,11,1371.577023
30,45,12,1214.702955
30,45,13,1207.214125
30,45,14,1201.090472
30,45,15,1213.409460
30,45,16,1226.241648
30,45,17,1371.143268
30,45,18,1212.690499
30,45,19,1205.949554
30,45,20,1208.905923
30,45,21,1205.887889
30,45,22,1209.627737
30,45,23,1211.092254
30,45,24,1373.625984
30,45,25,1200.838866
30,45,26,1211.000094
30,45,27,1212.166361
30,45,28,1208.719829
30,45,29,1212.056646
30,45,30,1373.044032
30,46,1,1221.345232
30,46,2,1375.809833
30,46,3,1206.396459
30,46,4,1210.917147
30,46,5,1207.679336
30,46,6,1223.551727
30,46,7,1373.392021
30,46,8,1214.832465
30,46,9,1201.388053
30,46,10,1218.453215
30,46,11,1205.275398
30,46,12,1207.644263
30,46,13,1211.248943
30,46,14,1204.119747
30,46,15,1215.881397
30,46,16,1204.920696
30,46,17,1201.641296
30,46,18,1205.820873
30,46,19,1211.722887
